lemma,gender,declension,gs,gs_other
*dhma=s,masculine,3.0,,
*louka=s,masculine,3.0,,
tekmh/rion,neuter,2.0,tekmhri/ou,tekmhri/ois
e)laiw/n,masculine,3.0,e)laiw=nos,
u(perw=|on,neuter,2.0,u(perw/|ou,"u(perw=|on, u(perw/|w|"
dia/lektos,feminine,2.0,diale/ktou,diale/ktw|
*(akeldama/x,neuter,3.0,*(akeldama/x,*(akeldama/x
e)/paulis,feminine,3.0,,
*barsabba=s,masculine,3.0,*barsabba=,*barsabba=n
*)iou=stos,masculine,2.0,*)iou/stou,
*maqqi/as,masculine,1.0,*maqqi/ou,*maqqi/an
kardiognw/sths,masculine,1.0,kardiognw/stou,kardiognw=sta
pnoh/,feminine,1.0,pnoh=s,
*pa/rqos,masculine,2.0,*pa/rqou,*pa/rqoi
*mh=dos,masculine,2.0,*mh/dou,*mh=doi
*)elami/ths,masculine,1.0,*)elami/tou,*)elami=tai
*mesopotami/a,feminine,1.0,*mesopotami/as,
*kappadoki/a,feminine,1.0,*kappadoki/as,
*po/ntos,masculine,2.0,*po/ntou,
*frugi/a,feminine,1.0,*frugi/as,*frugi/an
*pamfuli/a,feminine,1.0,*pamfuli/as,
*libu/h,feminine,1.0,*libu/hs,
*kurh/nh,feminine,1.0,*kurh/nhs,*kurh/nhn
prosh/lutos,masculine,2.0,proshlu/tou,"prosh/lutoi, prosh/luton, proshlu/twn"
*krh/s,masculine,3.0,*krhto/s,*krh=tes
*)/aray,masculine,3.0,*)/arabos,*)/arabes
gleu=kos,neuter,3.0,gleu/kous,
*)iwh/l,masculine,3.0,*)iwh/l,
e)nu/pnion,neuter,2.0,e)nupni/ou,e)nupni/ois
pro/gnwsis,feminine,3.0,prognw/sews,"prognw/sei, pro/gnwsin"
diafqora/,feminine,1.0,diafqora=s,diafqora/n
eu)frosu/nh,feminine,1.0,eu)frosu/nhs,
patria/rxhs,masculine,1.0,patria/rxou,
kth=ma,neuter,3.0,kth/matos,"kth/mata, kth=ma"
u(/parcis,feminine,3.0,u(pa/rcews,"u(pa/rceis, u(/parcin"
a)felo/ths,feminine,3.0,a)felo/thtos,a)felo/thti
ba/sis,feminine,3.0,ba/sews,ba/seis
sfudro/n,neuter,2.0,sfudrou=,sfudra/
*solomw=n,masculine,3.0,*solomw=ntos,
eu)se/beia,feminine,1.0,eu)sebei/as,
a)rxhgo/s,masculine,2.0,a)rxhgou=,a)rxhgo/n
o(loklhri/a,feminine,1.0,o(loklhri/as,o(loklhri/an
a)/gnoia,feminine,1.0,a)gnoi/as,
a)na/yucis,feminine,3.0,a)nayu/cews,
a)pokata/stasis,feminine,3.0,a)pokatasta/sews,
*samouh/l,masculine,3.0,*samouh/l,
*)ale/candros,masculine,2.0,*)aleca/ndrou,
eu)ergesi/a,feminine,1.0,eu)ergesi/as,
oi)kodo/mos,masculine,2.0,oi)kodo/mou,oi)kodo/mwn
a)peilh/,feminine,1.0,a)peilh=s,
kth/twr,masculine,3.0,kth/toros,kth/tores
*ku/prios,masculine,2.0,*kupri/ou,"*ku/prioi, *kupri/w|"
*(anani/as,masculine,1.0,*(anani/ou,"*(anani/a, *(anani/an"
*sa/pfira,feminine,1.0,*sapfi/rhs,*sapfi/rh|
dia/sthma,neuter,3.0,,
*stoa/,feminine,1.0,*stoa=s,*stoa=|
klina/rion,neuter,2.0,klinari/ou,klinari/wn
gerousi/a,feminine,1.0,gerousi/as,gerousi/an
desmwth/rion,neuter,2.0,desmwthri/ou,
fu/lac,masculine,3.0,fu/lakos,"fu/lakas, fu/lakes"
bi/a,feminine,1.0,bi/as,
*gamalih/l,masculine,3.0,*gamalih/l,
*qeuda=s,masculine,3.0,,
*(ellhnisth/s,masculine,1.0,*(ellhnistou=,"*(ellhnistw=n, *(ellhnista/s"
*ste/fanos,masculine,2.0,*stefa/nou,
*pro/xoros,masculine,2.0,*proxo/rou,*pro/xoron
*nika/nwr,masculine,3.0,*nika/noros,
*ti/mwn,masculine,3.0,*ti/mwnos,*ti/mwna
*parmena=s,masculine,1.0,*parmena=,*parmena=n
*niko/laos,masculine,2.0,*nikola/ou,*niko/laon
*)antioxeu/s,masculine,3.0,*)antioxe/ws,*)antioxe/a
*liberti=nos,masculine,2.0,*liberti/nou,*liberti/nwn
*)alecandreu/s,masculine,3.0,*)alecandre/ws,*)alecandre/wn
*kiliki/a,feminine,1.0,*kiliki/as,
*xarra/n,feminine,3.0,*xarra/n,*xarra/n
*xaldai=os,masculine,2.0,*xaldai/ou,
kata/sxesis,feminine,3.0,katasxe/sews,"kata/sxesin, katasxe/sei"
*xana/an,feminine,3.0,*xana/an,
xo/rtasma,neuter,3.0,xorta/smatos,xorta/smata
siti/on,neuter,2.0,siti/ou,siti/a
*suxe/m,feminine,3.0,*suxe/m,*suxe/m
*(emmw/r,masculine,3.0,*(emmw/r,
dikasth/s,masculine,1.0,dikastou=,
*madia/m,masculine,3.0,*madia/m,
*sina=,neuter,3.0,*sina=,
o(/rama,neuter,3.0,o(ra/matos,
ka/kwsis,feminine,3.0,kakw/sews,
lutrwth/s,masculine,1.0,lutrwtou=,lutrwth/n
*qa/lassa,feminine,1.0,*qala/sshs,*qala/ssh|
sfa/gion,neuter,2.0,sfagi/ou,sfa/gia
*molo/x,masculine,3.0,*molo/x,
*(raifa/n,masculine,3.0,*(raifa/n,
skh/nwma,neuter,3.0,skhnw/matos,
kata/pausis,feminine,3.0,katapau/sews,
e)/leusis,feminine,3.0,e)leu/sews,
neani/as,masculine,1.0,neani/ou,
*sau=los,masculine,2.0,*sau/lou,
a)nai/resis,feminine,3.0,a)naire/sews,a)naire/sei
kopeto/s,masculine,2.0,kopetou=,
magei/a,feminine,1.0,magei/as,magei/ais
e)pi/qesis,feminine,3.0,e)piqe/sews,
e)pi/noia,feminine,1.0,,
xolh/,feminine,1.0,xolh=s,
su/ndesmos,masculine,2.0,sunde/smou,"su/ndesmon, sunde/smw|, sunde/smwn"
meshmbri/a,feminine,1.0,meshmbri/as,
*ga/za,feminine,1.0,*ga/zas,*ga/zan
*ai)qi/oy,masculine,3.0,*ai)qi/opos,*ai)qio/pwn
eu)nou=xos,masculine,2.0,eu)nou/xou,eu)nou=xoi
*kanda/kh,feminine,1.0,*kanda/khs,
ga/za,feminine,1.0,ga/zhs,
perioxh/,feminine,1.0,,
*)/azwtos,feminine,2.0,*)azw/tou,
*kaisa/reia,feminine,1.0,*kaisarei/as,
*damasko/s,feminine,2.0,*damaskou=,
*saou/l,masculine,3.0,*saou/l,*saou/l
*tarseu/s,masculine,3.0,*tarse/ws,*tarse/a
lepi/s,feminine,3.0,lepi/dos,lepi/des
e)piboulh/,feminine,1.0,e)piboulh=s,
spuri/s,feminine,3.0,spuri/dos,"spuri/di, spuri/das, spuri/dwn"
*tarso/s,feminine,2.0,*ta/rsou,"*tarso/n, *tarsw=|"
*lu/dda,feminine,1.0,*lu/ddas,
*ai)ne/as,masculine,1.0,*ai)ne/ou,"*ai)ne/an, *ai)ne/a"
*sarw/n,masculine,3.0,*sarw/nos,*sarw=na
*)io/pph,feminine,1.0,*)io/pphs,
maqh/tria,feminine,1.0,,
*tabiqa/,feminine,1.0,*tabiqa/,*tabiqa/
*dorka/s,feminine,3.0,,
burseu/s,masculine,3.0,burse/ws,
*kornh/lios,masculine,2.0,*kornhli/ou,
mnhmo/sunon,neuter,2.0,mnhmosu/nou,mnhmo/sunon
o)qo/nh,feminine,1.0,o)qo/nhs,o)qo/nhn
proswpolh/mpths,masculine,1.0,,
*foini/kh,feminine,1.0,*foini/khs,
*ku/pros,feminine,2.0,*ku/prou,
*)antio/xeia,feminine,1.0,*)antioxei/as,
*xristiano/s,masculine,2.0,*xristianou=,"*xristianou/s, *xristiano/n"
*(/agabos,masculine,2.0,,
*klau/dios,masculine,2.0,*klaudi/ou,
tetra/dion,neuter,2.0,tetradi/ou,tetradi/ois
oi)/khma,neuter,3.0,oi)kh/matos,oi)kh/mati
sanda/lion,neuter,2.0,sandali/ou,sanda/lia
*(ro/dh,feminine,1.0,,
ta/raxos,masculine,2.0,,
*tu/rios,masculine,2.0,*turi/ou,*turi/ois
*bla/stos,masculine,2.0,*bla/stou,*bla/ston
koitw/n,masculine,3.0,koitw=nos,
dh=mos,masculine,2.0,dh/mou,
*ni/ger,masculine,3.0,,
*manah/n,masculine,3.0,,
*seleu/keia,feminine,1.0,*seleukei/as,
*salami/s,feminine,3.0,*salami/nos,*salami=ni
*pa/fos,feminine,2.0,*pa/fou,
ma/gos,masculine,2.0,ma/gou,"ma/gon, ma/goi, ma/gous, ma/gwn"
*barihsou=s,masculine,3.0,*barihsou=,
a)nqu/patos,masculine,2.0,a)nqupa/tou,
*se/rgios,masculine,2.0,*sergi/ou,*sergi/w|
*)elu/mas,masculine,3.0,,
r(a|diourgi/a,feminine,1.0,r(a|diourgi/as,
a)xlu/s,feminine,3.0,,
xeiragwgo/s,masculine,2.0,xeiragwgou=,xeiragwgou/s
*pe/rgh,feminine,1.0,*pe/rghs,
a)na/gnwsis,feminine,3.0,a)nagnw/sews,"a)na/gnwsin, a)nagnw/sei"
paroiki/a,feminine,1.0,paroiki/as,
*ki/s,masculine,3.0,*ki/s,
dro/mos,masculine,2.0,dro/mou,
katafronhth/s,masculine,1.0,katafronhtou=,katafronhtai/
o(/rion,neuter,2.0,o(ri/ou,
*)iko/nion,neuter,2.0,*)ikoni/ou,
*lukaoni/a,feminine,1.0,*lukaoni/as,
*lu/stra,feminine,1.0,*lu/stras,"*lu/stran, *lu/strois"
*de/rbh,feminine,1.0,*de/rbhs,*de/rbhn
*lu/stra,neuter,1.0,,"*lu/stran, *lu/strois"
*zeu/s,masculine,3.0,*dio/s,
tau=ros,masculine,2.0,tau/rou,
ste/mma,neuter,3.0,ste/mmatos,ste/mmata
*pisidi/a,feminine,1.0,*pisidi/as,*pisidi/an
*)atta/leia,feminine,1.0,*)attalei/as,*)atta/leian
zh/thma,neuter,3.0,zhth/matos,
e)pistrofh/,feminine,1.0,e)pistrofh=s,e)pistrofh/n
a)li/sghma,neuter,3.0,a)lisgh/matos,a)lisghma/twn
*sila=s,masculine,3.0,*sila=,"*sila=n, *sila=|"
parocusmo/s,masculine,2.0,parocusmou=,parocusmo/n
*musi/a,feminine,1.0,*musi/as,*musi/an
*biquni/a,feminine,1.0,*biquni/as,
*trw|a/s,feminine,3.0,*trw|a/dos,
*makedw/n,masculine,3.0,*makedo/nos,
*samoqra/|kh,feminine,1.0,*samoqra/|khs,*samoqra/|khn
*po/lis,feminine,3.0,*po/lews,*po/lin
kolwni/a,feminine,1.0,,
*ludi/a,feminine,1.0,*ludi/as,*ludi/an
porfuro/pwlis,feminine,3.0,,
pu/qwn,masculine,3.0,puqw/nos,pu/qwna
desmofu/lac,masculine,3.0,desmofu/lakos,desmofu/laki
qeme/lion,neuter,2.0,qemeli/ou,qeme/lia
r(abdou=xos,masculine,2.0,r(abdou/xou,"r(abdou/xous, r(abdou=xoi"
*)amfi/polis,feminine,3.0,*)amfipo/lews,*)amfi/polin
*)apollwni/a,feminine,1.0,*)apollwni/as,*)apollwni/an
polita/rxhs,masculine,1.0,polita/rxou,polita/rxas
*be/roia,feminine,1.0,*beroi/as,"*be/roian, *beroi/a|"
proqumi/a,feminine,1.0,proqumi/as,
*(ellhni/s,feminine,3.0,*(ellhni/dos,*(ellhni/dwn
*)epikou/reios,masculine,2.0,*)epikourei/ou,*)epikourei/wn
filo/sofos,masculine,2.0,filoso/fou,filoso/fwn
kataggeleu/s,masculine,3.0,,
*pa/gos,masculine,2.0,*pa/gou,
bwmo/s,masculine,2.0,bwmou=,
o(roqesi/a,feminine,1.0,o(roqesi/as,o(roqesi/as
katoiki/a,feminine,1.0,katoiki/as,
e)nqu/mhsis,feminine,3.0,e)nqumh/sews,
*dionu/sios,masculine,2.0,,
*)areopagi/ths,masculine,1.0,,
*da/maris,feminine,3.0,,
*)itali/a,feminine,1.0,*)itali/as,
*pri/skilla,feminine,1.0,*priski/llas,*pri/skillan
skhnopoio/s,masculine,2.0,skhnopoiou=,skhnopoioi/
*ti/tios,masculine,2.0,*titi/ou,
*kori/nqios,masculine,2.0,*korinqi/ou,"*korinqi/wn, *kori/nqioi"
*galli/wn,masculine,3.0,*galli/wnos,
r(a|diou/rghma,neuter,3.0,,
sxolh/,feminine,1.0,sxolh=s,
*tu/rannos,masculine,2.0,*tura/nnou,
xrw/s,masculine,3.0,xrwto/s,
simiki/nqion,neuter,2.0,simikinqi/ou,simiki/nqia
e)corkisth/s,masculine,1.0,e)corkistou=,e)corkistw=n
*skeua=s,masculine,3.0,*skeua=,
*dhmh/trios,masculine,2.0,*dhmhtri/ou,
a)rguroko/pos,masculine,2.0,,
*)/artemis,feminine,3.0,*)arte/midos,
eu)pori/a,feminine,1.0,,
a)pelegmo/s,masculine,2.0,a)pelegmou=,a)pelegmo/n
qea/,feminine,1.0,qea=s,
su/gxusis,feminine,3.0,sugxu/sews,
sune/kdhmos,masculine,2.0,sunekdh/mou,sunekdh/mous
*)asia/rxhs,masculine,1.0,*)asia/rxou,*)asiarxw=n
newko/ros,masculine,2.0,newko/rou,newko/ron
qeo/s,feminine,2.0,qeou=,
sustrofh/,feminine,1.0,sustrofh=s,
qo/rubos,masculine,2.0,qoru/bou,
*(ella/s,feminine,3.0,*(ella/dos,*(ella/da
*sw/patros,masculine,2.0,,
*pu/rros,masculine,2.0,*pu/rrou,
*sekou=ndos,masculine,2.0,,
*)asiano/s,masculine,2.0,*)asianou=,*)asianoi/
*tuxiko/s,masculine,2.0,*tuxikou=,*tuxiko/n
*tro/fimos,masculine,2.0,*trofi/mou,*tro/fimon
*eu)/tuxos,masculine,2.0,,
quri/s,feminine,3.0,quri/dos,
tri/stegon,neuter,2.0,triste/gou,
au)gh/,feminine,1.0,au)gh=s,
*)=assos,feminine,2.0,*)/assou,*)=asson
*mitulh/nh,feminine,1.0,*mitulh/nhs,*mitulh/nhn
*xi/os,feminine,2.0,*xi/ou,
*sa/mos,feminine,2.0,*samou,
*mi/lhtos,feminine,2.0,*milh/tou,
a)/ficis,feminine,3.0,a)fi/cews,a)/ficin
trieti/a,feminine,1.0,trieti/as,trieti/an
*kw/s,feminine,3.0,*kw=,*kw=
*(ro/dos,feminine,2.0,r(o/dou,
*pa/tara,neuter,1.0,*pata/ras,*pa/tara
plou=s,masculine,3.0,ploo/s,
*ptolemai/+s,feminine,3.0,*ptolemai/+dos,*ptolemai/+da
eu)aggelisth/s,masculine,1.0,eu)aggelistou=,
*mna/swn,masculine,3.0,*mna/swnos,*mna/swni
e)kplh/rwsis,feminine,3.0,e)kplhrw/sews,e)kplh/rwsin
a(gnismo/s,masculine,2.0,a(gnismou=,
sundromh/,feminine,1.0,,
fa/sis,feminine,3.0,,
a)nabaqmo/s,masculine,2.0,a)nabaqmou=,"a)nabaqmou/s, a)nabaqmw=n"
sika/rios,masculine,2.0,sikari/ou,sikari/wn
a)kri/beia,feminine,1.0,a)kribei/as,
e)/dafos,neuter,3.0,e)da/fous,e)/dafos
kefa/laion,neuter,2.0,kefalai/ou,
politei/a,feminine,1.0,politei/as,
toi=xos,masculine,2.0,toi/xou,
sunwmosi/a,feminine,1.0,sunwmosi/as,sunwmosi/an
e)ne/dra,feminine,1.0,e)ne/dras,e)ne/dran
i(ppeu/s,masculine,3.0,i(ppe/ws,
deciola/bos,masculine,2.0,deciola/bou,deciola/bous
*fh=lic,masculine,3.0,*fh/likos,
*lusi/as,masculine,1.0,,
e)/gklhma,neuter,3.0,e)gklh/matos,
kath/goros,masculine,2.0,kathgo/rou,"kathgo/rois, kath/goroi, kathgo/rous"
*)antipatri/s,feminine,3.0,*)antipatri/dos,*)antipatri/da
e)parxei/a,feminine,1.0,e)parxei/as,
r(h/twr,masculine,3.0,r(h/toros,
*te/rtullos,masculine,2.0,*tertu/llou,
dio/rqwma,neuter,3.0,diorqw/matos,diorqwma/twn
e)piei/keia,feminine,1.0,e)pieikei/as,
prwtosta/ths,masculine,1.0,prwtosta/tou,prwtosta/thn
e)pi/stasis,feminine,3.0,e)pista/sews,e)pi/stasin
*drou/silla,feminine,1.0,*drousi/llhs,*drousi/llh|
e)gkra/teia,feminine,1.0,e)gkratei/as,
dieti/a,feminine,1.0,dieti/as,
dia/doxos,masculine,2.0,diado/xou,dia/doxon
*po/rkios,masculine,2.0,*porki/ou,*po/rkion
*fh=stos,masculine,2.0,*fh/stou,
ai)ti/wma,neuter,3.0,ai)tiw/matos,ai)tiw/mata
sumbou/lion,neuter,2.0,sumbouli/ou,
*)agri/ppas,masculine,3.0,*)agri/ppa,
*berni/kh,feminine,1.0,*berni/khs,
katadi/kh,feminine,1.0,katadi/khs,katadi/khn
a)nabolh/,feminine,1.0,a)nabolh=s,a)nabolh/n
deisidaimoni/a,feminine,1.0,deisidaimoni/as,
dia/gnwsis,feminine,3.0,diagnw/sews,dia/gnwsin
fantasi/a,feminine,1.0,fantasi/as,
a)kroath/rion,neuter,2.0,a)kroathri/ou,a)kroath/rion
e)coxh/,feminine,1.0,e)coxh=s,e)coxh/n
a)na/krisis,feminine,3.0,a)nakri/sews,
gnw/sths,masculine,1.0,gnw/stou,gnw/sthn
bi/wsis,feminine,3.0,biw/sews,bi/wsin
dwdeka/fulon,neuter,2.0,,
e)kte/neia,feminine,1.0,e)ktenei/as,e)ktenei/a|
e)pitroph/,feminine,1.0,e)pitroph=s,
lampro/ths,feminine,3.0,lampro/thtos,lampro/thta
e)pikouri/a,feminine,1.0,e)pikouri/as,
mani/a,feminine,1.0,mani/as,
swfrosu/nh,feminine,1.0,swfrosu/nhs,
desmw/ths,masculine,1.0,desmw/tou,
*)iou/lios,masculine,2.0,*)iouli/ou,*)iouli/w|
e)pime/leia,feminine,1.0,e)pimelei/as,
pe/lagos,neuter,3.0,pela/gous,"pe/lagos, pela/gei"
*mu/ra,neuter,2.0,*mu/rwn,*mu/ra
*luki/a,feminine,1.0,*luki/as,
*kni/dos,feminine,2.0,*kni/dou,*kni/don
*krh/th,feminine,1.0,*krh/ths,
*salmw/nh,feminine,1.0,*salmw/nhs,*salmw/nhn
*limh/n,masculine,3.0,*lime/nos,*lime/nas
*lasai/a,feminine,1.0,,
u(/bris,feminine,3.0,u(/brews,
nau/klhros,masculine,2.0,nauklh/rou,nauklh/rw|
limh/n,masculine,3.0,lime/nos,
paraxeimasi/a,feminine,1.0,paraxeimasi/as,paraxeimasi/an
*foi=nic,masculine,3.0,*foi/nikos,*foi/nika
li/y,masculine,3.0,libo/s,
xw=ros,masculine,2.0,xw/rou,xw=ron
eu)raku/lwn,masculine,3.0,,
nhsi/on,neuter,2.0,nhsi/ou,nhsi/on
*kau=da,neuter,3.0,*kau=da,*kau=da
ska/fh,feminine,1.0,ska/fhs,
boh/qeia,feminine,1.0,bohqei/as,
*su/rtis,feminine,3.0,*su/rtews,*su/rtin
e)kbolh/,feminine,1.0,e)kbolh=s,e)kbolh/n
skeuh/,feminine,1.0,skeuh=s,skeuh/n
a)siti/a,feminine,1.0,a)siti/as,
*)adri/as,masculine,1.0,*)adri/ou,*)adri/a|
o)rguia/,feminine,1.0,o)rguia/s,o)rguia/s
pru/mna,feminine,1.0,pru/mnhs,
a)/gkura,feminine,1.0,a)gku/ras,"a)gku/ras, a)/gkuran"
prw=|ra,feminine,1.0,prw/|rhs,
zeukthri/a,feminine,1.0,zeukthri/as,zeukthri/as
a)rte/mwn,masculine,3.0,a)rte/mwnos,a)rte/mwna
nau=s,feminine,3.0,nho\s,
sani/s,feminine,3.0,sani/dos,sani/si(n)
*meli/th,feminine,1.0,,
filanqrwpi/a,feminine,1.0,filanqrwpi/as,filanqrwpi/an
pura/,feminine,1.0,pura/s,
fru/ganon,neuter,2.0,fruga/nou,fruga/nwn
qe/rmh,feminine,1.0,qe/rmhs,
*po/plios,masculine,2.0,*popli/ou,
dusente/rion,neuter,2.0,dusenteri/ou,dusenteri/w|
*dio/skouroi,masculine,2.0,*dioskourw=n,*dioskou/rois
*sura/kousai,feminine,1.0,*surakousw=n,*surakou/sas
*(rh/gion,neuter,2.0,*(rhgi/ou,*(rh/gion
*poti/oloi,masculine,2.0,*potiolw=n,*potio/lous
*)/appios,masculine,2.0,*)appi/ou,
*fo/ron,neuter,2.0,*fo/rou,
*tabe/rnh,feminine,1.0,*tabe/rnhs,*tabernw=n
qa/rsos,neuter,3.0,qa/rsous,qa/rsos
mi/sqwma,neuter,3.0,misqw/matos,misqw/mati
kwmo/polis,feminine,3.0,kwmopo/lews,kwmopo/leis
r(a/kos,neuter,3.0,r(a/kous,
*)abiaqa/r,masculine,3.0,*)abiaqa/r,
*(hrw|dianoi/,masculine,2.0,*(hrw|dianw=n,*(hrw|dianw=n
*)idoumai/a,feminine,1.0,*)idoumai/as,
*boanhrge/s,masculine,3.0,*boanhrge/s,*boanhrge/s
*qaddai=os,masculine,2.0,*qaddai/ou,*qaddai=on
*kananai=os,masculine,2.0,*kananai/ou,*kananai=on
ku=ma,neuter,3.0,ku/matos,"ku/mata, kuma/twn"
proskefa/laion,neuter,2.0,proskefalai/ou,proskefa/laion
katoi/khsis,feminine,3.0,katoikh/sews,katoi/khsin
legiw/n,masculine,3.0,legiw/nos,"legiw=na, legiw=nas"
*deka/polis,feminine,3.0,*dekapo/lews,
quga/trion,neuter,2.0,,
taliqa,feminine,3.0,,taliqa
kora/sion,neuter,2.0,korasi/ou,
te/ktwn,masculine,3.0,te/ktonos,
*)iwsh=s,masculine,3.0,*)iwsh=tos,
gene/sia,neuter,2.0,genesiw=n,genesi/ois
spekoula/twr,masculine,3.0,spekoula/toros,spekoula/tora
sumpo/sion,neuter,2.0,sumposi/ou,sumpo/sia
prasia/,feminine,1.0,prasia=s,prasiai/
*bhqsai+da/n,feminine,3.0,*bhqsai+da/n,*bhqsai+da/n
fa/ntasma,neuter,3.0,,
pugmh/,feminine,1.0,pugmh=s,pugmh=|
baptismo/s,masculine,2.0,baptismou=,"baptismou/s, baptismw=n, baptismoi=s, baptismw=|"
ce/sths,masculine,1.0,ce/stou,cestw=n
xalki/on,neuter,2.0,xalki/ou,xalki/wn
e)/ntalma,neuter,3.0,e)nta/lmatos,e)nta/lmata
*korba=n,masculine,3.0,,
a)fedrw/n,masculine,3.0,a)fedrw/nos,a)fedrw=na
kloph/,feminine,1.0,kloph=s,
moixei/a,feminine,1.0,moixei/as,moixei=ai
u(perhfani/a,feminine,1.0,,
a)frosu/nh,feminine,1.0,a)frosu/nhs,
*surofoini/kissa,feminine,1.0,,
kuna/rion,neuter,2.0,kunari/ou,"kunari/ois, kuna/ria"
yixi/on,neuter,2.0,yixi/ou,yixi/wn
e)rhmi/a,feminine,1.0,e)rhmi/as,
i)xqu/dion,neuter,2.0,i)xqudi/ou,i)xqu/dia
*dalmanouqa/,feminine,1.0,*dalmanouqa/,
o)/mma,neuter,1.0,o)/mmatos,"o)/mmata, o)mma/twn"
a)nta/llagma,neuter,3.0,a)ntalla/gmatos,a)nta/llagma
gnafeu/s,masculine,3.0,,
skw/lhc,masculine,3.0,,
a)posta/sion,neuter,2.0,a)postasi/ou,
sklhrokardi/a,feminine,1.0,sklhrokardi/as,sklhrokardi/an
trumalia/,feminine,1.0,trumalia=s,
r(afi/s,feminine,3.0,r(afi/dos,
lu/tron,neuter,2.0,lu/trou,
*timai=os,masculine,2.0,*timai/ou,
*bartimai=os,masculine,2.0,,
a)/mfodon,neuter,2.0,a)mfo/dou,
stiba/s,feminine,3.0,stiba/dos,stiba/das
kaqe/dra,feminine,1.0,kaqe/dras,
u(polh/nion,neuter,2.0,u(polhni/ou,u(polh/nion
kh=nsos,masculine,2.0,kh/nsou,
o(lokau/twma,neuter,3.0,o(lokautw/matos,"o(lokautwma/twn, o(lokautw/mata"
kodra/nths,masculine,1.0,kodra/ntou,kodra/nthn
yeudo/xristos,masculine,2.0,yeudoxri/stou,yeudo/xristoi
a)lektorofwni/a,feminine,1.0,a)lektorofwni/as,
a)la/bastros,feminine,2.0,a)laba/strou,a)la/bastron
tru/blion,neuter,2.0,trubli/ou,"tru/blion, trubli/w|"
*geqshmani/,neuter,3.0,*geqshmani/,*geqshmani/
su/sshmon,neuter,2.0,sussh/mou,su/sshmon
proau/lion,neuter,2.0,proauli/ou,proau/lion
stasiasth/s,masculine,1.0,stasiastou=,stasiastw=n
e)lwi/+,masculine,3.0,e)lwi/+,e)lwi/+
kenturi/wn,masculine,3.0,kenturi/wnos,
*salw/mh,feminine,3.0,,
prosa/bbaton,neuter,2.0,prosabba/tou,
du/sis,feminine,3.0,du/sews,
*)ioudai+smo/s,masculine,2.0,*ioudai+smou=,
sunhlikiw/ths,masculine,1.0,sunhlikiw/tou,sunhlikiw/tas
*)arabi/a,feminine,1.0,*)arabi/as,
*ti/tos,masculine,2.0,*ti/tou,
yeuda/delfos,masculine,2.0,yeudae/lfou,"yeudade/lfous, yeudade/lfois"
u(potagh/,feminine,1.0,u(potagh=s,u(potagh=|
tou)nanti/on,neuter,2.0,,tou)nanti/on
*gala/ths,masculine,1.0,*gala/tou,*gala/tai
mesi/ths,masculine,1.0,mesi/tou,
proqesmi/a,feminine,1.0,proqesmi/as,
stoixei=on,neuter,2.0,stoixei/ou,"stoixei=a, stoixei/wn"
*(aga/r,feminine,3.0,,
peismonh/,feminine,1.0,,
kanw/n,masculine,3.0,kano/nos,
sti/gma,neuter,3.0,sti/gmatos,sti/gmata
a)rrabw/n,masculine,3.0,a)rrabw=na,a)rrabw=na
me/geqos,neuter,3.0,,
kurio/ths,feminine,3.0,kurio/thtos,
meso/toixon,neuter,2.0,mesotoi/xou,meso/toixon
sumpoli/ths,masculine,1.0,sumpoli/tou,sumpoli=tai
e(no/ths,feminine,3.0,e(no/thtos,e(no/thta
katartismo/s,masculine,2.0,katartismou=,katartismo/n
kubei/a,feminine,1.0,kubei/as,kubei/a|
meqodei/a,feminine,1.0,meqodei/as,"meqodei/an, meqodei/as"
a(fh/,feminine,1.0,a(fh=s,
au)/chsis,feminine,3.0,au)ch/sews,au)/chsin
parorgismo/s,masculine,2.0,parorgismou=,parorgismw=|
ai)sxro/ths,feminine,3.0,,
mwrologi/a,feminine,1.0,,
eu)trapeli/a,feminine,1.0,,
a)swti/a,feminine,1.0,a)swti/as,
u(/mnos,masculine,2.0,u(/mnou,u(/mnois
loutro/n,neuter,2.0,loutrou=,
spi/los,masculine,2.0,spi/lou,"spi/lon, spi/loi"
r(uti/s,feminine,3.0,r(uti/dos,r(uti/da
paidei/a,feminine,1.0,paidei/as,
o)fqalmodouli/a,feminine,1.0,o)fqalmodouli/as,"o)fqalmodouli/an, o)fqalmodouli/ais"
eu)/noia,feminine,1.0,eu)noi/as,
pa/lh,feminine,1.0,,
kosmokra/twr,masculine,3.0,kosmokra/toros,kosmokra/toras
e(toimasi/a,feminine,1.0,e(toimasi/as,
qureo/s,masculine,2.0,qureou=,
be/los,neuter,3.0,be/lous,be/lh
proskarte/rhsis,feminine,3.0,proskarterh/sews,proskarterh/sei
a)/noicis,feminine,3.0,a)noi/cews,a)noi/cei
r(antismo/s,masculine,2.0,r(antismou=,
spora/,feminine,1.0,spora=s,
katalalia/,feminine,1.0,katalalia=s,"katalalia/s, katalaliai/"
i(era/teuma,neuter,3.0,i(erateu/matos,i(era/teuma
kakopoio/s,masculine,2.0,kokopoiou=,kakopoiw=n
a)gaqopoio/s,masculine,2.0,a)gaqopoiou=,a)gaqopoiw=n
e)pika/lumma,neuter,3.0,e)pikalu/mmatos,e)pika/lumma
a)delfo/ths,feminine,3.0,a)delfo/thtos,"a)delfo/thta, a)delfo/thti"
kle/os,neuter,3.0,,
u(pogrammo/s,masculine,2.0,u(pogrammou=,u(pogrammo/n
mw/lwy,masculine,3.0,mw/lwpos,
