lemma_id,lemma_text,lemma_short_def
823,ai(mostagh/s,
824,ai(mofo/ruktos,defiled with blood
825,ai(muli/a,"winning, wily ways"
826,ai(mulomh/ths,of winning wiles
827,ai(mu/los,"flattering, wheedling, wily"
829,ai(/mwn,skilful in
830,ai(mwpo/s,
831,ai)nare/ths,terribly brave
832,ai)/nesis,praise
833,ai)neto/s,praiseworthy
834,ai)ne/w,to tell
835,ai)/nh,"praise, fame"
836,ai)nhto/s,
837,ai)/nigma,"a dark saying, riddle"
838,ai)nigmatw/dhs,"riddling, dark"
839,ai)nigmo/s,a riddle
840,ai)ni/zw,
841,ai)nikth/rios,in riddles
842,ai)nikto/s,"expressed in riddles, riddling"
843,ai)ni/ssomai,to speak in riddles
844,ai)nobi/as,awefully strong
845,ai)no/gamos,fatally wedded
846,ai)no/qen,"from horror to horror, right horribly"
847,ai)no/qruptos,sadly enervated
849,ai)no/lektros,fatally wedded
850,ai)nole/wn,a dreadful lion
851,ai)no/linos,unfortunate in life's thread
852,ai)no/lukos,a horrible wolf
853,ai)no/moros,doomed to a sad end
854,ai)nopaqh/s,suffering dire ills
855,*ai)no/paris,unlucky Paris
856,ai)nopath/r,unhappy father
857,ai)no/s,"dread, dire, grim"
858,ai)=nos,"a tale, story"
859,ai)noto/keia,unhappy in being a mother
860,ai)notu/rannos,a dreadful tyrant
861,ai)/numai,"to take, take off, take hold of"
862,ai)/c,a goat
863,*ai)oleu/s,an Aeolian
864,ai)oli/zw,to speak Aeolian
865,*ai)oliko/s,of
866,ai)o/llw,to shift rapidly to and fro
867,ai)olobro/nths,wielder of lightning
868,ai)oloqw/rhc,with glancing breastplate
869,ai)olo/mhtis,full of various wiles
870,ai)olomi/trhs,with glancing
873,ai)olo/stomos,shifting in speech
874,ai)/,ha!
875,ai),if
876,ai)peino/s,"high, lofty"
877,ai)ph/eis,
878,ai)pole/w,to tend goats
879,ai)poliko/s,of
880,ai)po/lion,a herd of goats
881,ai)po/los,a goatherd
882,ai)=pos,"a height, a steep"
883,ai)po/s,"high, lofty"
884,ai)pumh/ths,with high thoughts
886,ai)pu/s,"high and steep, lofty"
887,ai(re/simos,that can be taken
888,ai(/resis,a taking especially
889,ai(rete/os,"to be taken, desirable"
890,ai(reti/zw,"to choose, select"
891,ai(retiko/s,able to choose
892,ai(reto/s,that may be taken
893,ai(re/w,"to take with the hand, grasp"
894,a)/iros,unhappy Irus
895,ai)/rw,"to take up, raise, lift up"
896,*ai)=sa,the goddess of destiny
897,ai)sqa/nomai,"to perceive, apprehend by the senses, to see, hear, feel"
898,ai)/sqhma,perception of
899,ai)/sqhsis,perception by the senses
900,ai)sqhth/rion,an organ of sense
901,ai)sqhtiko/s,of
902,ai)sqhto/s,perceptible by the senses
903,a)i/sqw,to breathe out
904,ai)simi/a,happiness
905,ai)/simos,fatal
906,ai)/sios,"boding well, auspicious"
907,a)/isos,"unlike, unequal"
908,a)i/ssw,"to move with a quick shooting motion, to shoot, dart, glance"
909,a)/istos,"not to be seen, unseen"
910,a)isto/w,"to make unseen, to annihilate"
911,a)i/stwr,"unknowing, unconscious"
912,ai)/sulos,"unseemly, evil"
913,ai)sumna/w,to rule over
914,ai)sumnhtei/a,an elective monarchy
915,ai)sumnhth/r,a prince
916,ai)sumnh/ths,a regulator
917,ai)=sxos,"shame, disgrace"
918,ai)sxrh/mwn,shameful
919,ai)sxroke/rdeia,base covetousness
920,ai)sxrokerdh/s,sordidly greedy of gain
921,ai)sxrologe/w,
922,ai)sxrologi/a,"foul language, abuse"
923,ai)sxro/mhtis,forming base designs
924,ai)sxropoio/s,doing foully
925,ai)sxroprage/w,
926,ai)sxro/s,"causing shame, abusive"
927,ai)sxro/ths,"ugliness, deformity"
928,ai)sxrourgi/a,shameless conduct
929,ai)sxu/nh,"shame done one, disgrace, dishonour"
930,ai)sxunte/os,one must be ashamed
931,ai)sxunthlo/s,"bashful, modest"
932,ai)sxunthro/s,
933,ai)sxunth/r,a dishonourer
934,ai)sxuntiko/s,shameful
935,ai)sxu/nw,"to make ugly, disfigure, mar"
936,a)i/tas,"a beloved youth, favourite"
937,ai)te/w,"to ask, beg"
938,ai)/thma,"a request, demand"
939,ai)/thsis,"a request, demand"
940,ai)thte/on,one must ask
941,ai)thtiko/s,fond of asking
942,ai)thto/s,asked for
943,ai)tia/zomai,to be accused
944,ai)ti/ama,"a charge, guilt imputed"
945,ai)tia/omai,"to charge, accuse, censure, blame"
946,ai)ti/a,"a charge, accusation"
947,ai)tiate/on,one must accuse
948,ai)ti/zw,"to ask, beg"
949,ai)tiologiko/s,inquiring into causes
950,ai)/tios,"to blame, blameworthy, culpable"
951,*ai)tnai=os,of or belonging to Etna
952,ai)fni/dios,"unforeseen, sudden"
953,ai)xma/zw,to throw the spear
954,ai)xmalwsi/a,captivity: a body of captives
955,ai)xmalwteu/w,to take prisoner
956,ai)xmalwtiko/s,of
957,ai)xmalwti/s,
958,ai)xma/lwtos,"taken by the spear, captive to one's spear, taken prisoner"
959,ai)xmh/eis,armed with the spear
960,ai)xmh/,the point of a spear
961,ai)xmhth/s,a spearman
962,ai)xmofo/ros,"one who trails a pike, a spearman"
963,ai)=ya,"quick, with speed, on a sudden"
965,ai)yhro/s,"quick, speedy, in haste"
966,a)i/w,to perceive
967,a)i/w,to breathe
968,ai)w/nios,lasting for an age
969,ai)w/n,aevum
970,ai)w/ra,a machine for suspending
971,ai)wre/w,"to lift up, raise"
972,ai)w/rhma,"that which is hung up: a hanging cord, a halter"
973,ai)wrhto/s,a hovering
974,*)akadh/meia,the Academy
975,a)kaqarsi/a,"uncleanness, impurity"
976,a)ka/qartos,"uncleansed, unclean, impure"
977,a)/kaina,"a thorn, goad"
978,a)kairi/a,unfitness of times: unseasonableness
980,a)ka/khs,
981,a)ka/khta,"guileless, gracious"
982,a)kaki/a,guilelessness
983,a)/kakos,"unknowing of ill, guileless"
984,a)kalanqi/s,
986,a)kalh/fh,a nettle
987,a)kallh/s,without charms
989,a)kallw/pistos,unadorned
990,a)ka/luptos,"uncovered, unveiled"
991,a)kalufh/s,
992,a)kamantolo/gxhs,unwearied at the spear
993,a)kamantoma/xhs,unwearied in fight
994,a)kamanto/pous,"untiring of foot, unwearied"
995,a)ka/mas,"untiring, unresting"
996,a)ka/matos,without sense of toil
997,a)/kamptos,"unbent, that will not bend, rigid"
998,a)/kanqa,"a thorn, prickle"
999,a)ka/nqinos,of thorns
1000,a)kanqi/s,the goldfinch
1001,a)kanqoba/ths,walking among thorns
1002,a)kanqolo/gos,gathering thorns
1003,a)/kanqos,
1004,a)kanqw/dhs,"full of thorns, thorny"
1005,a)/kapnos,without smoke
1006,a)ka=,"softly, gently"
1007,a)ka/rdios,wanting the heart
1008,a)ka/rhnos,headless
1009,a)karh/s,"too short to be cut, very short"
1010,a)kariai=os,"momentary, brief"
1011,a)karpi/a,"unfruitfulness, barrenness"
1012,a)ka/rpistos,"where nothing is to be reaped, unfruitful"
1013,a)/karpos,"without fruit, barren"
1014,a)ka/rpwtos,"not made fruitful, without fruit"
1015,a)kaskai=os,gentle
1016,a)kata/blhtos,"not to be overthrown, irrefragable"
1017,a)kata/gnwstos,not to be condemned
1018,a)kataka/luptos,uncovered
1019,a)kata/kritos,uncondemned
1020,a)kata/llaktos,irreconcileable
1021,a)kata/lutos,indissoluble
1022,a)kata/paustos,that cannot cease from
1023,a)kata/statos,"unstable, unsettled"
1024,a)kata/sxetos,not to be checked
1025,a)katafro/nhtos,"not to be despised, important"
1026,a)kata/yeustos,not fabulous
1027,a)ka/tion,a light boat
1028,a)/katos,a light vessel
1029,a)/kaustos,unburnt
1030,a)kaxi/zw,"to trouble, grieve"
1031,a)kaxme/nos,sharpened
1032,a)ke/leustos,unbidden
1033,a)ke/nthtos,needing no goad
1034,a)/kentros,"without sting, stingless"
1035,a)ke/omai,"to heal, cure"
1036,a)ke/raios,"unmixed, pure in blood"
1038,a)ke/rdeia,"want of gain, loss"
1039,a)kerdh/s,"without gain, bringing loss"
1040,a)ke/rkistos,unwoven
1041,a)/kerkos,without a tail
1042,a)kermati/a,want of money
1043,a)kerseko/mhs,with unshorn hair
1044,a)ke/rwtos,not horned
1045,a)/kesis,"a healing, cure"
1046,a)/kesma,"a remedy, cure"
1047,a)kesth/r,a healer
1048,a)kesth/s,menders
1049,a)kestori/a,the healing art
1050,a)kesto/s,curable
1052,a)ke/stria,a sempstress
1053,a)ke/stwr,"a healer, saviour"
1054,a)kesfo/ros,"bringing a cure, healing"
1055,a)kesw/dunos,allaying pain
1056,a)ke/falos,without head
1057,a)ke/wn,"softly, silently"
1058,a)kh/destos,"uncared for, unburied"
1059,a)kh/deutos,unburied
1060,a)khde/w,"to take no care for, no heed of"
1061,a)khdh/s,"uncared for, unburied"
1062,a)kh/lhtos,"to be won by no charms, proof against enchantment, inexorable"
1063,a)/khma,"a cure, relief"
1064,a)kh/n,"softly, silently"
1065,a)kh/,a point
1066,a)khra/sios,unmixed
1067,a)kh/ratos,"unmixed, uncontaminated, undefiled"
1068,a)kh/rios,unharmed by the
1069,a)khruktei/,without needing a flag of truce
1070,a)kh/ruktos,"unannounced, unproclaimed"
1071,a)kh/rwtos,unwaxed
1072,a)ki/bdhlos,"unadulterated, genuine"
1073,a)kidno/s,"weak, feeble, faint"
1074,a)/kikus,"powerless, feeble"
1075,a)kina/khs,a short straight sword
1076,a)ki/ndunos,"without danger, free from danger"
1077,a)ki/nhtos,"unmoved, motionless"
1079,a)kiro/s,
1080,a)ki/s,"a point, the barb"
1081,a)ki/xhtos,"not to be reached, unattainable"
1082,a)kki/zomai,to affect indifference
1083,a)kkw/,a bugbear
1084,a)/klastos,unbroken
1085,a)/klaustos,unlamented
1086,a)kleh/s,"without fame, inglorious, unsung"
1087,a)klei/a,ingloriousness
1088,a)kleih/s,
1089,a)/kleistos,not closed
1090,a)klew=s,
1091,a)/klhros,without lot
1092,a)klh/rwtos,without lot
1093,a)/klhtos,"uncalled, unbidden"
1094,a)klinh/s,"bending to neither side, unswerving"
1095,a)/klustos,unwashed by waves
1096,a)kma/zw,"to be in full bloom, be at one's prime"
1097,a)kmai=os,"in full bloom, at the prime, blooming, vigorous"
1099,a)/kmhnos,fasting
1100,a)kmh/,"a point, edge"
1101,a)kmh/s,"untiring, unwearied"
1102,a)/kmhtos,
1104,a)kmo/nion,
1105,a)/kmwn,a thunderbolt
1106,a)/knhstis,the spine
1107,a)/knisos,without the fat of sacrifices
1108,a)koh/,"a hearing, the sound heard"
1109,a)koi/mhtos,sleepless
1110,a)koinw/nhtos,not shared with
1111,a)koi/ths,"a bedfellow, spouse, husband."
1112,a)/koitis,"a spouse, wife"
1113,a)kolasi/a,"licentiousness, intemperance"
1114,a)kolastai/nw,"to be licentious, intemperate"
1115,a)kola/sthma,an act of
1116,a)ko/lastos,"licentious, intemperate"
1117,a)/kolos,"a bit, morsel"
1118,a)kolouqe/w,to follow
1119,a)kolouqhte/on,one must follow
1120,a)kolouqi/a,"a following, train"
1121,a)ko/louqos,"following, attending on"
1122,a)ko/lumbos,unable to swim
1123,a)komisti/a,want of tending
1124,a)ko/mistos,untended
1125,a)/komos,"without hair, bald"
1126,a)ko/mpastos,not boastful
1127,a)/kompos,not boasting
1128,a)/komyos,"unadorned, boorish"
1129,a)kona/w,"to sharpen, whet"
1131,a)ko/nh,"a whetstone, hone"
1132,a)konitiko/s,made of aconite
1133,a)koniti/,without the dust of the arena
1134,a)ko/niton,aconite
1135,a)ko/nitos,without dust.
1136,a)konti/zw,to hurl a javelin
1137,a)ko/ntion,
1138,a)konti/,
1140,a)ko/ntisma,a javelin's throw
1141,a)kontismo/s,
1143,a)kontistiko/s,skilled in throwing the javelin
1144,a)kontistu/s,the game of throwing the javelin
1145,a)/kopos,without weariness
1146,a)ko/restos,insatiate
1147,a)ko/rhtos,"insatiate, unsated in"
1148,a)/koros,"untiring, ceaseless"
1149,a)kosme/w,"to be disorderly, to offend"
1150,a)ko/smhtos,"unarranged, unorganised"
1151,a)kosmi/a,disorder
1152,a)/kosmos,"without order, disorderly"
1153,a)/kos,"a cure, relief, remedy for"
1155,a)kosth/,barley
1156,a)koua/zomai,to hearken
1157,a)kouh/,
1158,a)/kouros,without male heir
1159,a)kousi/qeos,heard of God
1160,a)/kousma,a thing heard
1161,a)kouste/on,one must hear
1162,a)kousto/s,"heard, audible"
1163,a)kou/w,to hear
1164,a)kra/antos,"unfulfilled, fruitless"
1165,a)kragh/s,not barking
1167,a)krai=os,dwelling on the heights
1168,a)kraifnh/s,"unmixed, pure"
1169,a)/krantos,"unfulfilled, fruitless"
1170,a)/kra,"a headland, foreland, cape"
1171,a)krasi/a,"bad mixture, ill temperature"
1173,a)krath/s,"powerless, impotent"
1174,a)krati/zomai,to drink wine unmixed with water
1175,a)kra/tisma,a breakfast
1176,a)kra/tistos,having breakfasted
1177,a)kratoposi/a,a drinking of sheer wine
1178,a)kratopo/ths,a drinker of sheer wine
1179,a)/kratos,"unmixed, sheer"
1180,a)kra/twr,
1181,a)kratw=s,
1182,a)kra/tws,
1183,a)kraxole/w,to be passionate
1184,a)kraxoli/a,"passionateness, burst of passion"
1185,a)kra/xolos,"quick to anger, passionate"
1186,a)kre/mwn,"a branch, twig, spray"
1187,a)kre/speros,at eventide
1188,a)krh/bhs,a youth in his prime
1189,a)/krhbos,in earliest youth
1190,a)kri/beia,"exactness, minute accuracy, precision"
1191,a)kribh/s,"exact, accurate, precise, made"
1192,a)kribologe/omai,to be exact
1193,a)kribolo/gos,precise in argument
1194,a)kribo/w,to make exact
1195,a)kribw=s,
1197,a)krisi/a,want of distinctness
1198,a)kri/s,a locust
1200,a)krito/dakrus,shedding floods of tears
1201,a)krito/muqos,recklessly
1202,a)/kritos,"undistinguishable, unarranged, disorderly"
1203,a)krito/fullos,of undistinguishable
1204,a)krito/furtos,undistinguishably mixed
1205,a)kro/ama,anything heard with pleasure
1206,a)kroamatiko/s,designed for hearing only
1207,a)kroa/omai,"to hearken to, listen to"
1208,a)kro/asis,a hearing
1209,a)kroate/os,one must listen to
1210,a)kroath/rion,a place of audience
1211,a)kroath/s,a hearer
1212,a)kroatiko/s,of
1213,a)krobafh/s,tinged at the point
1214,a)krobelh/s,with a point at the end
1215,a)krobole/w,to sling
1216,a)kroboli/a,"a slinging, skirmishing"
1217,a)kroboli/zomai,"to throw from afar, to fight with missiles, to skirmish"
1218,a)krobo/lisis,a skirmishing
1219,a)kro/bolos,struck from afar
1220,a)krobo/los,"a slinger, skirmisher"
1221,a)krobusti/a,the foreskin
1222,a)krogwniai=os,at the extreme angle
1223,a)kro/detos,bound at the end
1225,a)kroqigh/s,"touching on the surface, touching the lips"
1226,a)kroqinia/zomai,"to take of the best, pick out for oneself"
1228,a)krokelainia/w,growing black on the surface
1229,a)krokne/faios,"at the beginning of night, in twilight"
1230,a)kro/komos,with hair on the crown
1231,*)akroko/rinqos,the citadel of Corinth
1232,a)kro/liqos,with the ends made of stone
1233,a)krologe/w,to gather at top
1234,a)krolofi/ths,a mountaineer
1236,a)krolute/w,to untie at the ends
1237,a)kromanh/s,on the verge of madness
1238,a)kromo/libdos,leaded at the edge
1239,a)/kron,the highest
1240,a)kronuxi/,with the tip of the nail
1242,a)kropenqh/s,exceeding sad
1243,a)kropodhti/,on tiptoe
1244,a)kro/polis,the upper city
1246,a)kropo/ros,piercing with the point
1247,a)kro/prw|ron,the end of a ship's prow
1248,a)kro/pteron,the tip of the wing
1249,a)krosi/dhros,pointed
1250,a)kro/sofos,high in wisdom
1251,a)/kros,at the furthest point
1252,a)krosto/lion,the gunwale
1253,a)krosfalh/s,"apt to trip, unsteady, precarious"
1255,a)krotome/w,"to lop off, shave the surface"
1256,a)kro/tomos,"cut off sharp, abrupt"
1257,a)krofu/sion,the snout
1258,a)kroxanh/s,yawning at top
1259,a)kroxeiri/zomai,to struggle at arm's length
1260,a)kroxordw/n,a wart with a thin neck
1261,a)/kruptos,unhidden
1262,a)kru/stallos,free from ice
1263,a)krwmi/a,the point of the shoulder
1264,a)krwni/a,mutilation
1265,a)krwnuxi/a,the tip of the nail
1266,a)krw/nuxos,with nails at the extremities
1268,a)krwthria/zw,"to cut off the extremities, mutilate"
1269,a)krwth/rion,any prominent part
1270,a)ktai/nw,"to lift up, raise"
1271,a)ktai=os,on the coast
1272,a)kte/anos,"without property, poor"
1274,a)kte/nistos,"uncombed, unkempt"
1275,a)kte/os,one must lead
1276,a)kte/ristos,unhallowed by funeral rites
1277,a)kth/mwn,"without property, poor"
1278,a)kth/,"a headland, foreland, promontory, shore"
1279,a)/kthtos,not worth getting
1280,a)ktinhdo/n,like a ray
1281,a)/ktios,haunting the shore
1282,a)kti/s,"a ray, beam"
1283,a)kti/ths,a dweller on the coast
1284,a)/ktitos,untilled
1285,a)/ktwr,a leader
1286,a)kube/rnhtos,without steersman
1287,a)/kulos,an acorn
1288,a)ku/mantos,not washed by the waves
1289,a)/kumos,tranquil
1290,a)ku/mwn,"without fruit, barren"
1291,a)/kuros,without authority
1292,a)ku/rwtos,unconfirmed
1293,a)kwkh/,a point
1294,a)kw/lutos,unhindered
1295,a)kwmw/|dhtos,not ridiculed
1296,a)/kwn,"a javelin, dart"
1297,a)/kwpos,without oars
1298,*)alabarxi/a,the office of
1299,a)labastoqh/kh,a case for alabaster ornaments
1300,a)la/bastos,a box
1301,a)la/bastron,a box
1302,a(/lade,to
1303,a(la/dromos,the bounding race
1304,a)lazonei/a,"false pretension, imposture, quackery"
1305,a)lazo/neuma,"an imposture, piece of quackery"
1306,a)lazoneu/omai,to make false pretensions
1307,a)lazoniko/s,"boastful, braggart"
1308,a)lazw/n,a vagabond
1309,a)lai/nw,to wander about
1310,a)lalagh/,a shouting
1311,a)la/lagma,a shouting
1313,a)lalai/,
1314,a)la/lhmai,to wander
1315,a)lalh/,a loud cry
1316,a)lalhto/s,the shout of victory
1317,a)la/lhtos,unutterable
1318,a)/lalke,to ward
1319,*)alalkomenhi/s,the Protectress
1320,a)lalkome/nios,
1321,a)/lalos,speechless
1322,a)lalu/kthmai,to be sore distressed
1323,a)la/mpetos,"without light, darksome"
1324,a)lamph/s,out of
1325,a)la/omai,"to wander, stray"
1326,a)laoskopia/,a blind
1327,a)lao/s,video
1328,a)lao/w,to blind
1329,a)lapadno/s,"exhausted, powerless, feeble"
1330,a)lapa/zw,"to empty, drain, exhaust"
1331,a(/las,salt
1332,a)laste/w,to be full of wrath
1333,a)la/storos,under the influence of an
1334,a)/lastos,"not to be forgotten, insufferable, unceasing"
1335,a)la/stwr,"the avenging deity, destroying angel"
1336,a(la/tion,salt
1337,a)lawtu/s,a blinding
1338,a)lgeino/s,"giving pain, painful, grievous"
1339,a)lge/w,"to feel bodily pain, suffer"
1340,a)lghdw/n,"a sense of pain, pain, suffering"
1341,a)/lghma,"pain, suffering"
1342,a)/lghsis,sense of pain
1343,a)lgino/eis,"painful, grievous"
1344,a)lgi/wn,more
1345,a)/lgos,pain
1346,a)lgu/nw,"to pain, grieve, distress"
1347,a)ldai/nw,to make to grow
1348,a)ldh/skw,"to grow, wax"
1349,a)leai/nw,"to warm, make warm"
1350,a)le/a,an escape
1351,a)legeino/s,hard
1352,a)legi/zw,to trouble oneself about
1353,a)legu/nw,"to care for, furnish"
1354,a)le/gw,"to trouble oneself, have a care"
1355,a)leeino/s,"open to the sun, warm, hot"
1356,a)leei/nw,"to avoid, shun"
1357,a)leh/s,in the sun
1358,a)lei/ata,wheaten flour
1359,a)/leimma,"anything used for anointing, unguent, fat, oil"
1360,a)lei/pths,"an anointer, a teacher of gymnastics"
1361,a)/leison,"a cup, goblet"
1362,a)lei/ths,"one who flees from punishment, a culprit, a sinner"
1364,a)lei/fw,"to anoint with oil, oil"
1365,a)/leiyis,an anointing
1366,a)lektori/skos,a cockerel
1368,a)/lektros,"unbedded, unwedded"
1369,a)lektru/aina,a hen
1370,a)lektruw/n,a cock
1371,a)le/ktwr,a cock
1372,a)le/kw,to ward off
1373,*)alecandristh/s,a partisan of Alexander
1374,a)le/candros,defending men
1376,a)leca/nemos,keeping off the wind
1377,a)le/chma,"a defence, remedy"
1378,a)le/chsis,"a keeping off, defence"
1379,a)lech/teira,
1380,a)lechth/rios,able to keep off
1381,a)lechth/r,one who keeps off
1382,a)lech/twr,
1383,a)lecia/rh,she that keeps off a curse
1384,a)lecibe/lemnos,keeping off darts
1385,a)leci/kakos,keeping off evil
1386,a)leci/mbrotos,protecting mortals
1387,a)leci/moros,warding off death
1388,a)lecifa/rmakon,"an antidote, remedy"
1389,a)le/cw,to ward
1390,a)le/omai,"to avoid, shun"
1391,a)le/ths,a grinder
1392,a)leto/s,a grinding
1393,a)letreu/w,to grind
1394,a)letri/banos,that which grinds
1395,a)letri/s,a female slave who grinds corn
1396,a)/leuron,wheaten flour
1397,a)leu/w,"to remove, keep away"
1398,a)le/w,"to grind, bruise, pound"
1399,a)lewrh/,"avoidance, escape"
1400,a)lh/qeia,truth
1401,a)lhqeu/w,to speak truth
1402,a)lhqh/s,"unconcealed, true"
1403,a)lhqino/s,agreeable to truth
1404,a)lhqo/mantis,prophet of truth
1405,a)lhqosu/nh,
1406,a)lh/qw,
1407,*)alh/ios,of wandering
1408,a)lh/ios,poor in lands
1409,a)/lhma,fine meal
1410,a)lh/mwn,"a wanderer, rover"
1411,a)/lh,ceaseless wandering
1412,a)/lhptos,"not to be laid hold of, hard to catch"
1413,a(lh/s,"assembled, thronged, in a mass, all at once"
1414,a)/lhstos,
1415,a)lhtei/a,"a wandering, roaming"
1416,a)lhteu/w,"to wander, roam about"
1417,a)lh/ths,"a wanderer, stroller, rover, vagabond"
1418,a)/lqomai,to become whole and sound
1419,a(lia/dhs,a seaman
1421,a(liah/s,blowing seaward
1423,a(li/a,an assembly of the people
1424,a)li/astos,"unshrinking, unabating"
1425,a)li/bas,"a dead body, corpse"
1426,a)li/batos,
1427,a(li/brektos,washed by the sea
1428,a)li/gkios,"resembling, like"
1430,a(liei/a,fishing
1432,a(lieu/s,one who has to do with the sea
1433,a(lieutiko/s,of
1434,a(lieu/w,to be a fisher
1435,a(li/zw,"to gather together, to muster"
1436,a(li/zw,to salt
1438,a(li/zwos,living on
1439,a(lih/rhs,sweeping the sea
1440,a)/liqos,"without stones, not stony"
1441,*(alikarnasseu/s,a Halicarnassian
