book,chapter,verse,position,head,word,new_relation
Luke,2,8,18,ποίμνην,αὐτῶν,possession
1Pet,5,2,7,ποίμνιον,θεοῦ,possession
John,10,32,15,ποῖον,αὐτῶν,part-whole
Luke,2,11,12,πόλει,Δαυίδ,possession
Heb,12,22,7,πόλει,θεοῦ,possession
Rev,16,19,14,πόλεις,ἐθνῶν,possession
Matt,10,23,23,πόλεις,Ἰσραὴλ,location
2Pet,2,6,4,πόλεις,καὶ,specification
Acts,14,6,7,πόλεις,Λυκαονίας,location
Rev,16,14,21,πόλεμον,ἡμέρας,other
Matt,11,1,21,πόλεσιν,αὐτῶν,possession
Acts,5,16,9,πόλεων,Ἰερουσαλήμ,location
Rev,3,12,33,πόλεως,θεοῦ,possession
Acts,16,14,8,πόλεως,Θυατείρων,specification
Rev,3,12,37,πόλεως,Ἰερουσαλήμ,specification
Luke,23,51,15,πόλεως,Ἰουδαίων,possession
John,1,44,11,πόλεως,καὶ,other
Luke,2,4,10,πόλεως,Ναζαρὲθ,specification
Luke,10,11,10,πόλεως,ὑμῶν,possession
Matt,22,7,17,πόλιν,αὐτῶν,possession
Luke,1,26,17,πόλιν,Γαλιλαίας,location
Luke,4,31,7,πόλιν,Γαλιλαίας,location
2Cor,11,32,11,πόλιν,Δαμασκηνῶν,possession
Luke,2,4,16,πόλιν,Δαυὶδ,possession
Acts,19,35,18,πόλιν,Ἐφεσίων,possession
Acts,16,20,11,πόλιν,ἡμῶν,possession
Luke,1,39,16,πόλιν,Ἰούδα,location
Acts,8,5,8,πόλιν,Σαμαρείας,location
John,4,5,6,πόλιν,Σαμαρείας,location
Matt,10,5,18,πόλιν,Σαμαριτῶν,possession
Luke,4,29,20,πόλις,αὐτῶν,possession
Matt,5,35,19,πόλις,βασιλέως,possession
Acts,16,12,8,πόλις,μερίδος,location
Luke,19,14,4,πολῖται,αὐτοῦ,location
Eph,2,12,12,πολιτείας,Ἰσραὴλ,specification
Phil,3,20,1,πολίτευμα,ἡμῶν,possession
Heb,8,11,8,πολίτην,αὐτοῦ,relation
Acts,21,39,15,πολίτης,πόλεως,other
Luke,15,15,8,πολιτῶν,χώρας,location
Acts,19,18,4,πολλοί,πεπιστευκότων,part-whole
Acts,4,4,4,πολλοὶ,ἀκουσάντων,part-whole
Rev,8,11,20,πολλοὶ,ἀνθρώπων,part-whole
Acts,8,7,4,πολλοὶ,ἐχόντων,part-whole
John,12,11,7,πολλοὶ,Ἰουδαίων,part-whole
John,19,20,8,πολλοὶ,Ἰουδαίων,part-whole
Acts,13,43,9,πολλοὶ,καὶ,part-whole
Acts,18,8,16,πολλοὶ,Κορινθίων,part-whole
John,4,39,11,πολλοὶ,Σαμαριτῶν,part-whole
Acts,26,10,10,πολλούς,ἁγίων,part-whole
2Cor,12,21,17,πολλοὺς,καὶ,part-whole
Matt,3,7,6,πολλοὺς,καὶ,part-whole
Matt,6,7,14,πολυλογίᾳ,αὐτῶν,subject
Jas,1,11,31,πορείαις,αὐτοῦ,subject
Luke,11,5,14,πορεύσεται,μεσονυκτίου,time
Rev,19,2,21,πορνείᾳ,αὐτῆς,subject
Rev,2,21,14,πορνείας,αὐτῆς,subject
Rev,14,8,20,πορνείας,αὐτῆς,subject
Rev,17,2,19,πορνείας,αὐτῆς,subject
Rev,17,4,31,πορνείας,αὐτῆς,subject
Rev,18,3,9,πορνείας,αὐτῆς,subject
Rev,9,21,17,πορνείας,αὐτῶν,subject
1Cor,5,10,6,πόρνοις,κόσμου,location
Acts,16,14,7,πορφυρόπωλις,πόλεως,location
Matt,7,6,21,ποσὶν,αὐτῶν,body part
Heb,12,13,7,ποσὶν,ὑμῶν,body part
John,7,38,15,ποταμοὶ,ὕδατος,material
Rev,22,1,5,ποταμὸν,ὕδατος,material
1Cor,10,21,8,ποτήριον,δαιμονίων,other
1Cor,10,16,4,ποτήριον,εὐλογίας,other
1Cor,10,21,4,ποτήριον,κυρίου,other
1Cor,11,27,12,ποτήριον,κυρίου,other
Rev,16,19,29,ποτήριον,οἴνου,contents
Mark,9,41,7,ποτήριον,ὕδατος,contents
Matt,10,42,10,ποτήριον,ψυχροῦ,contents
Matt,20,23,6,ποτήριόν,μου,possession
Rev,14,10,18,ποτηρίῳ,ὀργῆς,other
Mark,9,45,5,πούς,σου,body part
Matt,18,8,9,πούς,σου,body part
2Tim,2,4,6,πραγματείαις,βίου,other
Acts,23,35,15,πραιτωρίῳ,Ἡρῴδου,possession
Acts,19,18,11,πράξεις,αὐτῶν,subject
Rom,8,13,14,πράξεις,σώματος,other
Col,3,9,12,πράξεσιν,αὐτοῦ,subject
Matt,16,27,25,πρᾶξιν,αὐτοῦ,subject
Jas,3,13,17,πραΰτητι,σοφίας,other
Luke,22,66,9,πρεσβυτέριον,λαοῦ,part-whole
Acts,25,15,14,πρεσβύτεροι,Ἰουδαίων,part-whole
Matt,21,23,16,πρεσβύτεροι,λαοῦ,part-whole
Matt,26,3,9,πρεσβύτεροι,λαοῦ,part-whole
Matt,27,1,13,πρεσβύτεροι,λαοῦ,part-whole
Acts,2,17,36,πρεσβύτεροι,ὑμῶν,part-whole
Acts,20,17,12,πρεσβυτέρους,ἐκκλησίας,part-whole
Jas,5,14,9,πρεσβυτέρους,ἐκκλησίας,part-whole
Luke,7,3,11,πρεσβυτέρους,Ἰουδαίων,part-whole
Matt,26,47,26,πρεσβυτέρων,λαοῦ,part-whole
Matt,10,6,9,πρόβατα,οἴκου,part-whole
Matt,15,24,14,πρόβατα,οἴκου,part-whole
Matt,26,31,25,πρόβατα,ποίμνης,part-whole
Rom,8,36,13,πρόβατα,σφαγῆς,other
John,21,16,23,πρόβατά,μου,possession
John,21,17,38,πρόβατά,μου,possession
Luke,15,6,20,πρόβατόν,μου,possession
Acts,2,23,8,προγνώσει,θεοῦ,subject
1Pet,1,2,3,πρόγνωσιν,θεοῦ,subject
Acts,11,23,17,προθέσει,καρδίας,other
Eph,3,11,4,πρόθεσιν,αἰώνων,other
Heb,9,2,18,πρόθεσις,ἄρτων,object
Rom,9,11,16,πρόθεσις,θεοῦ,other
Gal,4,2,11,προθεσμίας,πατρός,other
2Cor,8,19,28,προθυμίαν,ἡμῶν,subject
2Cor,9,2,5,προθυμίαν,ὑμῶν,subject
1Thess,5,12,12,προϊσταμένους,ὑμῶν,object
1Tim,4,15,7,προκοπὴ,σου,subject
Phil,1,12,14,προκοπὴν,εὐαγγελίου,subject
Phil,1,25,13,προκοπὴν,ὑμῶν,subject
Rom,13,14,9,πρόνοιαν,σαρκὸς,other
Acts,24,2,22,προνοίας,σῆς,subject
Rom,4,1,8,προπάτορα,ἡμῶν,relation
Luke,21,26,8,προσδοκίας,ἐπερχομένων,object
Acts,12,11,29,προσδοκίας,λαοῦ,subject
Acts,10,4,17,προσευχαί,σου,subject
Rev,5,8,31,προσευχαὶ,ἁγίων,subject
Rev,8,3,23,προσευχαῖς,ἁγίων,subject
Rev,8,4,10,προσευχαῖς,ἁγίων,subject
1Pet,3,7,25,προσευχὰς,ὑμῶν,subject
Acts,10,31,5,προσευχὴ,σου,subject
Luke,6,12,20,προσευχῇ,θεοῦ,other
1Thess,1,2,13,προσευχῶν,ἡμῶν,subject
Eph,1,16,11,προσευχῶν,μου,subject
Phlm,1,4,12,προσευχῶν,μου,subject
Rom,1,10,5,προσευχῶν,μου,subject
Phlm,1,22,13,προσευχῶν,ὑμῶν,subject
Rom,16,2,24,προστάτις,καὶ,object
Rom,15,16,21,προσφορὰ,ἐθνῶν,material
Heb,10,10,10,προσφορᾶς,σώματος,object
Heb,11,28,9,πρόσχυσιν,αἵματος,object
Rev,9,7,26,πρόσωπα,ἀνθρώπων,body part
Matt,6,16,14,πρόσωπα,αὐτῶν,body part
Rev,7,11,24,πρόσωπα,αὐτῶν,body part
Rev,9,7,23,πρόσωπα,αὐτῶν,body part
Rev,11,16,19,πρόσωπα,αὐτῶν,body part
Acts,6,15,17,πρόσωπον,ἀγγέλου,body part
Gal,2,6,15,πρόσωπον,ἀνθρώπου,body part
Mark,12,14,21,πρόσωπον,ἀνθρώπων,body part
Matt,22,16,35,πρόσωπον,ἀνθρώπων,body part
2Cor,3,13,10,πρόσωπον,αὐτοῦ,body part
Acts,6,15,14,πρόσωπον,αὐτοῦ,body part
Acts,20,38,13,πρόσωπον,αὐτοῦ,body part
Luke,9,53,8,πρόσωπον,αὐτοῦ,body part
Mark,14,65,8,πρόσωπον,αὐτοῦ,body part
Matt,17,2,9,πρόσωπον,αὐτοῦ,body part
Matt,26,39,7,πρόσωπον,αὐτοῦ,body part
Matt,26,67,6,πρόσωπον,αὐτοῦ,body part
Rev,10,1,22,πρόσωπον,αὐτοῦ,body part
Rev,22,4,5,πρόσωπον,αὐτοῦ,body part
Matt,17,6,8,πρόσωπον,αὐτῶν,body part
Jas,1,23,17,πρόσωπον,γενέσεως,other
Luke,21,35,13,πρόσωπον,γῆς,body part
2Cor,8,24,18,πρόσωπον,ἐκκλησιῶν,body part
Luke,12,56,6,πρόσωπον,καὶ,body part
1Pet,3,12,14,πρόσωπον,κυρίου,body part
Luke,2,31,7,πρόσωπον,λαῶν,body part
2Cor,3,7,24,πρόσωπον,Μωϋσέως,body part
Matt,16,3,14,πρόσωπον,οὐρανοῦ,body part
Matt,18,10,23,πρόσωπον,πατρός,body part
Acts,3,13,26,πρόσωπον,Πιλάτου,body part
1Thess,2,17,17,πρόσωπον,ὑμῶν,body part
1Thess,3,10,9,πρόσωπον,ὑμῶν,body part
Acts,20,25,11,πρόσωπόν,μου,body part
Col,2,1,20,πρόσωπόν,μου,body part
Matt,6,17,11,πρόσωπόν,σου,body part
2Cor,3,7,30,προσώπου,αὐτοῦ,body part
Jas,1,11,22,προσώπου,αὐτοῦ,body part
Luke,9,29,11,προσώπου,αὐτοῦ,body part
Luke,9,52,6,προσώπου,αὐτοῦ,body part
Luke,10,1,19,προσώπου,αὐτοῦ,body part
Acts,17,26,13,προσώπου,γῆς,body part
Acts,13,24,6,προσώπου,εἰσόδου,body part
Rev,6,16,17,προσώπου,καθημένου,body part
2Thess,1,9,9,προσώπου,κυρίου,body part
Acts,3,20,9,προσώπου,κυρίου,body part
Rev,20,11,11,προσώπου,οὗ,body part
Rev,12,14,33,προσώπου,ὄφεως,body part
Acts,17,26,10,προσώπου,παντὸς,body part
Acts,7,45,22,προσώπου,πατέρων,body part
Acts,2,28,11,προσώπου,σου,body part
Luke,7,27,13,προσώπου,σου,body part
Mark,1,2,15,προσώπου,σου,body part
Matt,11,10,14,προσώπου,σου,body part
Acts,5,41,9,προσώπου,συνεδρίου,body part
Heb,9,24,21,προσώπῳ,θεοῦ,body part
2Cor,2,10,18,προσώπῳ,Χριστοῦ,body part
2Cor,4,6,26,προσώπῳ,Χριστοῦ,body part
1Thess,2,5,13,προφάσει,πλεονεξίας,other
Rom,11,3,4,προφήτας,σου,relation
2Pet,1,20,7,προφητεία,γραφῆς,other
Matt,13,14,6,προφητεία,Ἠσαΐου,subject
Rev,11,6,16,προφητείας,αὐτῶν,subject
Rev,22,7,13,προφητείας,βιβλίου,other
Rev,22,10,11,προφητείας,βιβλίου,other
Rev,22,18,11,προφητείας,βιβλίου,other
Luke,9,19,17,προφήτης,ἀρχαίων,part-whole
Titus,1,12,6,προφήτης,αὐτῶν,part-whole
Luke,1,76,6,προφήτης,Ὑψίστου,relation
Acts,3,21,20,προφητῶν,αὐτοῦ,relation
Luke,1,70,10,προφητῶν,αὐτοῦ,relation
Rom,1,2,6,προφητῶν,αὐτοῦ,relation
Mark,12,28,20,πρώτη,πάντων,part-whole
Matt,26,17,5,πρώτῃ,ἀζύμων,part-whole
Mark,16,9,5,πρώτῃ,σαββάτου,part-whole
Acts,25,2,10,πρῶτοι,Ἰουδαίων,part-whole
Luke,19,47,23,πρῶτοι,λαοῦ,part-whole
Mark,6,21,22,πρώτοις,Γαλιλαίας,relation
1Tim,2,1,4,πρῶτον,πάντων,part-whole
1Tim,1,15,17,πρῶτός,ὧν,part-whole
Acts,24,5,22,πρωτοστάτην,αἱρέσεως,other
Heb,12,16,15,πρωτοτόκια,ἑαυτοῦ,possession
Col,1,15,10,πρωτότοκος,κτίσεως,part-whole
Rev,1,5,12,πρωτότοκος,νεκρῶν,part-whole
Acts,28,17,11,πρώτους,Ἰουδαίων,part-whole
Acts,13,50,14,πρώτους,πόλεως,part-whole
Acts,28,7,13,πρώτῳ,νήσου,relation
John,13,18,25,πτέρναν,αὐτοῦ,body part
Rev,12,14,9,πτέρυγες,ἀετοῦ,body part
Luke,4,9,12,πτερύγιον,ἱεροῦ,part-whole
Matt,4,5,17,πτερύγιον,ἱεροῦ,part-whole
Rev,9,9,12,πτερύγων,αὐτῶν,part-whole
Luke,3,17,1,πτύον,οὗ,possession
Matt,3,12,1,πτύον,οὗ,possession
Mark,6,29,11,πτῶμα,αὐτοῦ,body part
Rev,11,8,4,πτῶμα,αὐτῶν,body part
Rev,11,9,14,πτῶμα,αὐτῶν,body part
Rev,11,9,22,πτώματα,αὐτῶν,body part
Matt,7,27,24,πτῶσις,αὐτῆς,subject
2Cor,8,2,16,πτωχεία,αὐτῶν,characterized by
2Cor,8,9,19,πτωχείᾳ,ἐκείνου,characterized by
Rom,15,26,13,πτωχοὺς,ἁγίων,part-whole
Matt,16,18,20,πύλαι,ᾅδου,part-whole
Acts,3,10,17,Πύλῃ,ἱεροῦ,part-whole
Luke,7,12,7,πύλῃ,πόλεως,part-whole
Luke,16,20,10,πυλῶνα,αὐτοῦ,possession
Rev,21,15,17,πυλῶνας,αὐτῆς,part-whole
Rev,21,25,4,πυλῶνες,αὐτῆς,part-whole
Rev,8,5,14,πυρὸς,θυσιαστηρίου,source
Rev,18,9,23,πυρώσεως,αὐτῆς,subject
Rev,18,18,8,πυρώσεως,αὐτῆς,subject
John,12,15,13,πῶλον,ὄνου,relation
Mark,3,5,11,πωρώσει,καρδίας,characterized by
Eph,4,18,21,πώρωσιν,καρδίας,characterized by
Heb,9,4,22,ῥάβδος,Ἀαρὼν,possession
Heb,1,8,22,ῥάβδος,βασιλείας,other
Heb,1,8,19,ῥάβδος,εὐθύτητος,other
Heb,11,21,16,ῥάβδου,αὐτοῦ,possession
Luke,3,35,6,Ῥαγαὺ,Φάλεκ,relation
1Pet,1,2,12,ῥαντισμὸν,αἵματος,object
Luke,6,49,29,ῥῆγμα,οἰκίας,object
Eph,6,17,15,ῥῆμα,θεοῦ,source
Heb,6,5,4,ῥῆμα,θεοῦ,source
Luke,3,2,8,ῥῆμα,θεοῦ,subject
1Pet,1,25,4,ῥῆμα,κυρίου,subject
Rom,10,8,23,ῥῆμα,πίστεως,other
Luke,1,38,13,ῥῆμά,σου,subject
Luke,2,29,10,ῥῆμά,σου,subject
Luke,7,1,6,ῥήματα,αὐτοῦ,subject
Rom,10,18,23,ῥήματα,αὐτῶν,subject
Acts,5,20,14,ῥήματα,ζωῆς,about
John,6,68,10,ῥήματα,ζωῆς,other
John,3,34,9,ῥήματα,θεοῦ,source
John,8,47,9,ῥήματα,θεοῦ,subject
Acts,26,25,11,ῥήματα,καὶ,property
Acts,2,14,30,ῥήματά,μου,subject
John,12,48,9,ῥήματά,μου,subject
John,15,7,8,ῥήματά,μου,subject
Heb,1,3,18,ῥήματι,δυνάμεως,property
Heb,11,3,7,ῥήματι,θεοῦ,subject
Luke,5,5,16,ῥήματί,σου,subject
Matt,26,75,7,ῥήματος,Ἰησοῦ,subject
Acts,11,16,6,ῥήματος,κυρίου,subject
Rom,10,17,11,ῥήματος,Χριστοῦ,other
Luke,24,8,5,ῥημάτων,αὐτοῦ,subject
John,12,47,4,ῥημάτων,μου,subject
Luke,3,27,6,Ῥησὰ,Ζοροβαβὲλ,relation
Rev,5,5,21,ῥίζα,Δαυίδ,other
Rom,15,12,9,ῥίζα,Ἰεσσαί,other
Heb,12,15,13,ῥίζα,πικρίας,other
Luke,3,9,10,ῥίζαν,δένδρων,part-whole
Matt,3,10,9,ῥίζαν,δένδρων,part-whole
Rom,11,17,19,ῥίζης,πιότητος,property
1Cor,15,52,5,ῥιπῇ,ὀφθαλμοῦ,subject
Rev,19,21,9,ῥομφαίᾳ,καθημένου,possession
Rev,2,16,17,ῥομφαίᾳ,στόματός,location
Luke,8,43,6,ῥύσει,αἵματος,subject
Mark,5,25,6,ῥύσει,αἵματος,subject
Luke,8,44,15,ῥύσις,αἵματος,subject
Luke,3,36,2,Σαλὰ,Καϊνὰμ,relation
Luke,3,32,10,Σαλὰ,Ναασσὼν,relation
Luke,3,27,10,Σαλαθιὴλ,Νηρὶ,relation
1Thess,4,16,13,σάλπιγγι,θεοῦ,possession
Rev,8,13,29,σάλπιγγος,ἀγγέλων,possession
Acts,12,8,12,σανδάλιά,σου,possession
Luke,4,26,12,Σάρεπτα,Σιδωνίας,location
John,6,52,15,σάρκα,αὐτοῦ,body part
Eph,5,29,5,σάρκα,ἑαυτοῦ,body part
Gal,6,8,7,σάρκα,ἑαυτοῦ,body part
John,6,54,3,σάρκα,μου,body part
John,6,56,3,σάρκα,μου,body part
Rom,11,14,4,σάρκα,μου,body part
John,6,53,16,σάρκα,υἱοῦ,body part
Rev,17,16,23,σάρκας,αὐτῆς,body part
Rev,19,18,4,σάρκας,βασιλέων,body part
Rev,19,18,10,σάρκας,ἰσχυρῶν,body part
Rev,19,18,14,σάρκας,καὶ,body part
Rev,19,18,26,σάρκας,καὶ,body part
Jas,5,3,20,σάρκας,ὑμῶν,body part
Rev,19,18,7,σάρκας,χιλιάρχων,body part
Col,1,24,19,σαρκί,μου,body part
Gal,4,14,8,σαρκί,μου,body part
Rom,7,18,13,σαρκί,μου,body part
Eph,2,14,23,σαρκὶ,αὐτοῦ,body part
2Cor,4,11,22,σαρκὶ,ἡμῶν,body part
1Cor,9,11,10,σαρκικὰ,ὑμῶν,body part
Rom,8,3,21,σαρκὸς,ἁμαρτίας,other
Col,1,22,9,σαρκὸς,αὐτοῦ,body part
Col,2,18,21,σαρκὸς,αὐτοῦ,body part
Heb,5,7,7,σαρκὸς,αὐτοῦ,body part
Heb,10,20,15,σαρκὸς,αὐτοῦ,body part
Eph,2,3,13,σαρκὸς,ἡμῶν,body part
Heb,12,9,6,σαρκὸς,ἡμῶν,body part
Col,2,13,13,σαρκὸς,ὑμῶν,body part
Rom,6,19,8,σαρκὸς,ὑμῶν,body part
Rev,19,21,27,σαρκῶν,αὐτῶν,body part
Acts,2,26,17,σάρξ,μου,body part
John,6,55,4,σάρξ,μου,body part
John,6,51,32,σάρξ,μού,body part
Acts,2,31,16,σὰρξ,αὐτοῦ,body part
2Cor,7,5,12,σὰρξ,ἡμῶν,body part
1Cor,15,39,18,σὰρξ,πτηνῶν,body part
Luke,13,21,9,σάτα,ἀλεύρου,material
Matt,13,33,17,σάτα,ἀλεύρου,material
Acts,17,23,7,σεβάσματα,ὑμῶν,possession
2Pet,2,4,11,σειραῖς,ζόφου,other
Luke,3,26,8,Σεμεῒν,Ἰωσὴχ,relation
Luke,3,35,4,Σεροὺχ,Ῥαγαὺ,relation
Luke,3,38,6,Σὴθ,Ἀδὰμ,relation
Luke,3,36,8,Σὴμ,Νῶε,relation
2Cor,12,12,5,σημεῖα,ἀποστόλου,other
John,2,23,20,σημεῖα,αὐτοῦ,subject
Matt,16,3,21,σημεῖα,καιρῶν,other
Acts,4,22,15,σημεῖον,ἰάσεως,material
Luke,11,29,24,σημεῖον,Ἰωνᾶ,other
Matt,12,39,21,σημεῖον,Ἰωνᾶ,other
Matt,16,4,16,σημεῖον,Ἰωνᾶ,other
Matt,24,3,28,σημεῖον,καὶ,about
Rom,4,11,4,σημεῖον,περιτομῆς,material
Matt,24,30,7,σημεῖον,υἱοῦ,other
John,21,15,11,Σίμων,Ἰωάννου,relation
John,21,16,6,Σίμων,Ἰωάννου,relation
John,21,17,6,Σίμων,Ἰωάννου,relation
Matt,3,12,17,σῖτον,αὐτοῦ,possession
Gal,5,11,16,σκάνδαλον,σταυροῦ,material
John,19,33,13,σκέλη,αὐτοῦ,body part
John,19,31,31,σκέλη,αὐτῶν,body part
John,19,32,12,σκέλη,καὶ,body part
Luke,17,31,13,σκεύη,αὐτοῦ,possession
2Tim,2,20,12,σκεύη,ἀλλὰ,material
Mark,3,27,12,σκεύη,αὐτοῦ,possession
Matt,12,29,14,σκεύη,αὐτοῦ,possession
Rom,9,23,11,σκεύη,ἐλέους,other
Heb,9,21,10,σκεύη,λειτουργίας,other
Rom,9,22,19,σκεύη,ὀργῆς,other
Acts,27,19,8,σκευὴν,πλοίου,location
1Thess,4,4,5,σκεῦος,ἑαυτοῦ,possession
Acts,9,15,10,σκεῦος,ἐκλογῆς,other
Rev,21,3,13,σκηνὴ,θεοῦ,possession
Acts,7,44,4,σκηνὴ,μαρτυρίου,other
Rev,13,6,18,σκηνὴν,αὐτοῦ,possession
Acts,15,16,8,σκηνὴν,Δαυὶδ,possession
Acts,7,43,6,σκηνὴν,Μολὸχ,possession
Rev,15,5,12,σκηνῆς,μαρτυρίου,other
2Pet,1,14,9,σκηνώματός,μου,possession
Luke,1,79,7,σκιᾷ,θανάτου,other
Mark,10,5,9,σκληροκαρδίαν,ὑμῶν,characterized by
Matt,19,8,8,σκληροκαρδίαν,ὑμῶν,characterized by
Rom,2,5,5,σκληρότητά,σου,characterized by
Rev,9,3,20,σκορπίοι,γῆς,location
Luke,11,22,18,σκῦλα,αὐτοῦ,possession
Eph,3,10,19,σοφία,θεοῦ,source
Luke,11,49,7,σοφία,θεοῦ,source
1Cor,3,19,5,σοφία,κόσμου,source
Acts,7,22,6,σοφίᾳ,Αἰγυπτίων,source
1Cor,2,5,9,σοφίᾳ,ἀνθρώπων,source
1Cor,1,21,7,σοφίᾳ,θεοῦ,source
1Cor,1,17,12,σοφίᾳ,λόγου,other
1Cor,1,24,13,σοφίαν,θεοῦ,source
1Cor,2,7,3,σοφίαν,θεοῦ,source
1Cor,1,20,17,σοφίαν,κόσμου,source
1Cor,2,6,13,σοφίαν,οὐδὲ,source
Luke,11,31,26,σοφίαν,Σολομῶνος,source
Matt,12,42,24,σοφίαν,Σολομῶνος,source
1Cor,1,19,7,σοφίαν,σοφῶν,source
2Cor,11,22,8,σπέρμα,Ἀβραάμ,relation
John,8,33,5,Σπέρμα,Ἀβραάμ,relation
John,8,37,4,σπέρμα,Ἀβραάμ,relation
Rom,9,7,5,σπέρμα,Ἀβραάμ,relation
Gal,3,29,7,σπέρμα,Ἀβραὰμ,relation
1John,3,9,12,σπέρμα,αὐτοῦ,source
Acts,7,6,10,σπέρμα,αὐτοῦ,relation
Rom,4,18,21,σπέρμα,σου,relation
Acts,7,5,21,σπέρματι,αὐτοῦ,relation
Gal,3,16,10,σπέρματι,αὐτοῦ,relation
Luke,1,55,12,σπέρματι,αὐτοῦ,relation
Rom,4,13,12,σπέρματι,αὐτοῦ,relation
Acts,3,25,25,σπέρματί,σου,relation
Gal,3,16,26,σπέρματί,σου,relation
Rom,11,1,19,σπέρματος,Ἀβραάμ,relation
Heb,2,16,8,σπέρματος,Ἀβραὰμ,relation
Rev,12,17,17,σπέρματος,αὐτῆς,relation
2Tim,2,8,9,σπέρματος,Δαυίδ,relation
John,7,42,9,σπέρματος,Δαυὶδ,relation
Rom,1,3,9,σπέρματος,Δαυὶδ,relation
Acts,13,23,1,σπέρματος,τούτου,source
Luke,19,46,16,σπήλαιον,λῃστῶν,possession
Mark,11,17,23,σπήλαιον,λῃστῶν,possession
Matt,21,13,16,σπήλαιον,λῃστῶν,possession
Phlm,1,7,15,σπλάγχνα,ἁγίων,body part
1John,3,17,20,σπλάγχνα,αὐτοῦ,body part
2Cor,7,15,4,σπλάγχνα,αὐτοῦ,body part
Acts,1,18,20,σπλάγχνα,αὐτοῦ,body part
Luke,1,78,3,σπλάγχνα,ἐλέους,property
Phlm,1,20,9,σπλάγχνα,μου,body part
Col,3,12,11,σπλάγχνα,οἰκτιρμοῦ,property
2Cor,6,12,10,σπλάγχνοις,ὑμῶν,body part
Phil,1,8,12,σπλάγχνοις,Χριστοῦ,body part
Heb,9,13,10,σποδὸς,δαμάλεως,source
Luke,8,5,8,σπόρον,αὐτοῦ,possession
2Cor,9,10,16,σπόρον,ὑμῶν,possession
2Cor,7,12,20,σπουδὴν,ὑμῶν,subject
2Cor,8,8,8,σπουδῆς,ἑτέρων,subject
Rev,21,16,22,σταδίους,χιλιάδων,amount
Acts,23,7,9,στάσις,καὶ,other
Luke,9,23,17,σταυρὸν,αὐτοῦ,possession
Mark,8,34,23,σταυρὸν,αὐτοῦ,possession
Mark,15,21,19,σταυρὸν,αὐτοῦ,possession
Matt,10,38,7,σταυρὸν,αὐτοῦ,possession
Matt,16,24,20,σταυρὸν,αὐτοῦ,possession
Matt,27,32,14,σταυρὸν,αὐτοῦ,possession
Luke,14,27,6,σταυρὸν,ἑαυτοῦ,possession
1Cor,1,17,19,σταυρὸς,Χριστοῦ,possession
Col,1,20,15,σταυροῦ,αὐτοῦ,possession
Phil,3,18,18,σταυροῦ,Χριστοῦ,possession
John,19,25,7,σταυρῷ,Ἰησοῦ,possession
Gal,6,14,12,σταυρῷ,κυρίου,possession
Gal,6,12,15,σταυρῷ,Χριστοῦ,possession
Rev,14,18,42,σταφυλαὶ,αὐτῆς,part-whole
Luke,7,6,33,στέγην,μου,possession
Matt,8,8,11,στέγην,μου,possession
Acts,7,34,14,στεναγμοῦ,αὐτοῦ,subject
Col,2,5,25,στερέωμα,πίστεως,characterized by
1Pet,5,4,9,στέφανον,δόξης,property
Jas,1,12,13,στέφανον,ζωῆς,other
Rev,2,10,32,στέφανον,ζωῆς,other
Rev,3,11,11,στέφανόν,σου,possession
Rev,12,1,25,στέφανος,ἀστέρων,material
2Tim,4,8,6,στέφανος,δικαιοσύνης,other
1Thess,2,19,9,στέφανος,καυχήσεως,other
Rev,4,10,25,στεφάνους,αὐτῶν,possession
John,21,20,21,στῆθος,αὐτοῦ,body part
Luke,18,13,19,στῆθος,αὐτοῦ,body part
John,13,25,8,στῆθος,Ἰησοῦ,body part
Gal,6,17,12,στίγματα,Ἰησοῦ,other
Luke,4,5,13,στιγμῇ,χρόνου,material
John,10,23,12,στοᾷ,Σολομῶνος,other
Heb,5,12,19,στοιχεῖα,ἀρχῆς,other
Col,2,8,23,στοιχεῖα,κόσμου,other
Gal,4,3,11,στοιχεῖα,κόσμου,other
Col,2,20,9,στοιχείων,κόσμου,other
Rev,7,14,24,στολὰς,αὐτῶν,possession
Rev,22,14,6,στολὰς,αὐτῶν,possession
Rev,12,16,13,στόμα,αὐτῆς,body part
Acts,8,32,28,στόμα,αὐτοῦ,body part
Acts,8,35,7,στόμα,αὐτοῦ,body part
Acts,23,2,10,στόμα,αὐτοῦ,body part
Luke,1,64,5,στόμα,αὐτοῦ,body part
Luke,6,45,30,στόμα,αὐτοῦ,body part
Matt,5,2,5,στόμα,αὐτοῦ,body part
Matt,17,27,21,στόμα,αὐτοῦ,body part
Rev,13,2,18,στόμα,αὐτοῦ,body part
Rev,13,6,5,στόμα,αὐτοῦ,body part
Jude,1,16,13,στόμα,αὐτῶν,body part
2Cor,6,11,3,στόμα,ἡμῶν,body part
Rev,13,2,21,στόμα,λέοντος,body part
Acts,11,8,14,στόμα,μου,body part
Matt,13,35,14,στόμα,μου,body part
Rom,3,14,1,στόμα,ὧν,body part
Heb,11,33,12,στόματα,λεόντων,body part
Heb,11,34,6,στόματα,μαχαίρης,part-whole
1Pet,2,22,11,στόματι,αὐτοῦ,body part
John,19,29,13,στόματι,αὐτοῦ,body part
Rev,9,19,9,στόματι,αὐτῶν,body part
Rev,14,5,5,στόματι,αὐτῶν,body part
Luke,21,24,4,στόματι,μαχαίρης,part-whole
Rev,10,10,18,στόματί,μου,body part
Rev,10,9,28,στόματί,σου,body part
